slug,name,location,region,city,lat,lng,country,country_slug,url,day,time,distance,type
portbroughton,Port Broughton parkrun,Port Broughton Foreshore,South Australia,Crystal Brook,-33.598731,137.929613,Australia,australia,https://www.parkrun.com.au/portbroughton/,Saturday,,5 km,parkrun
portfairy,Port Fairy parkrun,Russell Clark Reserve,Victoria,Port Fairy,-38.389932,142.229977,Australia,australia,https://www.parkrun.com.au/portfairy/,Saturday,,5 km,parkrun
porthedland,Port Hedland parkrun,Civic Centre Gardens,Western Australia,Port Hedland,-20.307149,118.613332,Australia,australia,https://www.parkrun.com.au/porthedland/,Saturday,,5 km,parkrun
portlincoln,Port Lincoln parkrun,Port Lincoln,South Australia,Port Lincoln,-34.720803,135.860614,Australia,australia,https://www.parkrun.com.au/portlincoln/,Saturday,,5 km,parkrun
portmacquarie,Port Macquarie parkrun,Port Macquarie,New South Wales,Port Macquarie,-31.42754,152.916551,Australia,australia,https://www.parkrun.com.au/portmacquarie/,Saturday,,5 km,parkrun
portsorell,Port Sorell parkrun,Port Sorell Surf Lifesaving Club,Tasmania,Port Sorell,-41.151526,146.541641,Australia,australia,https://www.parkrun.com.au/portsorell/,Saturday,,5 km,parkrun
portarlington,Portarlington parkrun,The Esplanade,Victoria,Clifton Springs,-38.113934,144.654211,Australia,australia,https://www.parkrun.com.au/portarlington/,Saturday,,5 km,parkrun
portland,Portland parkrun,Fawthrop Lagoon,Victoria,Portland,-38.354785,141.60446,Australia,australia,https://www.parkrun.com.au/portland/,Saturday,,5 km,parkrun
princeofwales,Prince of Wales parkrun,Prince of Wales Park,Victoria,Newington,-37.548659,143.816194,Australia,australia,https://www.parkrun.com.au/princeofwales/,Saturday,,5 km,parkrun
pyramidhillgolftrail,Pyramid Hill Golf Trail parkrun,Pyramid Hill Golf Trail,Victoria,Echuca,-36.050871,144.137393,Australia,australia,https://www.parkrun.com.au/pyramidhillgolftrail/,Saturday,,5 km,parkrun
queanbeyan,Queanbeyan parkrun,Queanbeyan,New South Wales,Queanbeyan,-35.348151,149.238801,Australia,australia,https://www.parkrun.com.au/queanbeyan/,Saturday,,5 km,parkrun
queenelizabethcasino,"Queen Elizabeth parkrun, Casino",Queen Elizabeth Park,New South Wales,Casino,-28.867591,153.051164,Australia,australia,https://www.parkrun.com.au/queenelizabethcasino/,Saturday,,5 km,parkrun
queensdomain,Queens Domain parkrun,Queens Domain,Tasmania,New Town,-42.863822,147.31775,Australia,australia,https://www.parkrun.com.au/queensdomain/,Saturday,,5 km,parkrun
quinnsrocks,Quinns Rocks parkrun,Quinns Rocks,Western Australia,Quinns Rocks,-31.679025,115.69588,Australia,australia,https://www.parkrun.com.au/quinnsrocks/,Saturday,,5 km,parkrun
railton,Railton parkrun,Lions Park,Tasmania,Sheffield,-41.347581,146.424482,Australia,australia,https://www.parkrun.com.au/railton/,Saturday,,5 km,parkrun
railwaypark,Railway Park parkrun,Railway Park,Queensland,Wondai,-26.164413,151.600195,Australia,australia,https://www.parkrun.com.au/railwaypark/,Saturday,,5 km,parkrun
redhillrailtrail,Red Hill Rail Trail parkrun,Red Hill Rail Trail,Victoria,Merricks,-38.380498,145.026784,Australia,australia,https://www.parkrun.com.au/redhillrailtrail/,Saturday,,5 km,parkrun
redcliffe,Redcliffe parkrun,"Suttons Beach Park, Marine Parade",Queensland,Margate,-27.235456,153.114827,Australia,australia,https://www.parkrun.com.au/redcliffe/,Saturday,,5 km,parkrun
reddallreserve,Reddall Reserve parkrun,Reddall Reserve,New South Wales,Lake Illawarra,-34.539216,150.866257,Australia,australia,https://www.parkrun.com.au/reddallreserve/,Saturday,,5 km,parkrun
redlandbay,Redland Bay parkrun,Sel Outridge Park,Queensland,Redland Bay,-27.614582,153.307539,Australia,australia,https://www.parkrun.com.au/redlandbay/,Saturday,,5 km,parkrun
renmark,Renmark parkrun,Renmark Riverfront,South Australia,Renmark,-34.17425,140.751235,Australia,australia,https://www.parkrun.com.au/renmark/,Saturday,,5 km,parkrun
rexjacksonoval,Rex Jackson Oval parkrun,Rex Jackson Oval,New South Wales,Helensburgh,-34.188779,150.981697,Australia,australia,https://www.parkrun.com.au/rexjacksonoval/,Saturday,,5 km,parkrun
reynellaeast,Reynella East parkrun,The Wetlands,South Australia,Trott Park,-35.088747,138.558626,Australia,australia,https://www.parkrun.com.au/reynellaeast/,Saturday,,5 km,parkrun
rhodes,Rhodes parkrun,West Concord,New South Wales,Concord West,-33.847462,151.081803,Australia,australia,https://www.parkrun.com.au/rhodes/,Saturday,,5 km,parkrun
ridleyplaceforeshore,Ridley Place Foreshore parkrun,Ridley Place Foreshore,Western Australia,Australind,-33.275814,115.714384,Australia,australia,https://www.parkrun.com.au/ridleyplaceforeshore/,Saturday,,5 km,parkrun
risdonbrook,Risdon Brook parkrun,Risdon Brook Park,Tasmania,Lutana,-42.804471,147.332352,Australia,australia,https://www.parkrun.com.au/risdonbrook/,Saturday,,5 km,parkrun
riverbank,Riverbank parkrun,Riverbank Park,New South Wales,Yass,-34.838474,148.909794,Australia,australia,https://www.parkrun.com.au/riverbank/,Saturday,,5 km,parkrun
riverway,Riverway parkrun,Riverway Lagoon,Queensland,Bohle Plains,-19.320306,146.73018,Australia,australia,https://www.parkrun.com.au/riverway/,Saturday,,5 km,parkrun
robelledomain,Robelle Domain parkrun,Robelle Domain,Queensland,Springfield Lakes,-27.680012,152.903883,Australia,australia,https://www.parkrun.com.au/robelledomain/,Saturday,,5 km,parkrun
rockhampton,Rockhampton parkrun,Botanic Gardens,Queensland,West Rockhampton,-23.400579,150.491432,Australia,australia,https://www.parkrun.com.au/rockhampton/,Saturday,,5 km,parkrun
rockingham,Rockingham parkrun,Rockingham,Western Australia,Rockingham,-32.275296,115.728757,Australia,australia,https://www.parkrun.com.au/rockingham/,Saturday,,5 km,parkrun
rocksriverside,Rocks Riverside parkrun,Rocks Riverside Park,Queensland,Seventeen Mile Rocks,-27.542633,152.959235,Australia,australia,https://www.parkrun.com.au/rocksriverside/,Saturday,,5 km,parkrun
rokebycrossoverrailtrail,Rokeby Crossover Rail Trail parkrun,Rokeby Crossover Rail Trail,Victoria,Warragul,-38.068113,145.931515,Australia,australia,https://www.parkrun.com.au/rokebycrossoverrailtrail/,Saturday,,5 km,parkrun
roma,Roma parkrun,Roma,Queensland,Roma,-26.567166,148.789054,Australia,australia,https://www.parkrun.com.au/roma/,Saturday,,5 km,parkrun
rootyhill,Rooty Hill parkrun,Blacktown Football Park,New South Wales,Doonside,-33.783724,150.868394,Australia,australia,https://www.parkrun.com.au/rootyhill/,Saturday,,5 km,parkrun
rosgregortrail,Ros Gregor Trail parkrun,Ros Gregor Trail,Queensland,Yarraman,-26.681999,151.993762,Australia,australia,https://www.parkrun.com.au/rosgregortrail/,Saturday,,5 km,parkrun
rosebud,Rosebud parkrun,Rosebud Parade,Victoria,Rosebud,-38.354221,144.905291,Australia,australia,https://www.parkrun.com.au/rosebud/,Saturday,,5 km,parkrun
rousehill,Rouse Hill parkrun,Rouse Hill Regional Park,New South Wales,Rouse Hill,-33.679301,150.911109,Australia,australia,https://www.parkrun.com.au/rousehill/,Saturday,,5 km,parkrun
sskoopatrail,S.S. Koopa Trail parkrun,Bribie Island Lions Park,Queensland,Bongaree,-27.065817,153.145072,Australia,australia,https://www.parkrun.com.au/sskoopatrail/,Saturday,,5 km,parkrun
sale,Sale parkrun,Sale Botanic Gardens,Victoria,Sale,-38.114103,147.078273,Australia,australia,https://www.parkrun.com.au/sale/,Saturday,,5 km,parkrun
samfordparklands,Samford Parklands parkrun,Samford Parklands,Queensland,Samford Valley,-27.356315,152.88284,Australia,australia,https://www.parkrun.com.au/samfordparklands/,Saturday,,5 km,parkrun
sanremo,San Remo parkrun,Edgewater Park,New South Wales,Buff Point,-33.229509,151.530089,Australia,australia,https://www.parkrun.com.au/sanremo/,Saturday,,5 km,parkrun
sandgate,Sandgate parkrun,Arthur Davis Park,Queensland,Sandgate,-27.311291,153.068234,Australia,australia,https://www.parkrun.com.au/sandgate/,Saturday,,5 km,parkrun
sandonpoint,Sandon Point parkrun,Sandon Point,New South Wales,Bulli,-34.333372,150.924554,Australia,australia,https://www.parkrun.com.au/sandonpoint/,Saturday,,5 km,parkrun
scribblygumsconservation,Scribbly Gums Conservation parkrun,Scribbly Gums Conservation Area,Queensland,Cleveland,-27.52964,153.235428,Australia,australia,https://www.parkrun.com.au/scribblygumsconservation/,Saturday,,5 km,parkrun
seacliffesplanade,Seacliff Esplanade parkrun,248 Esplanade,South Australia,Seacliff,-35.035682,138.516667,Australia,australia,https://www.parkrun.com.au/seacliffesplanade/,Saturday,,5 km,parkrun
seaview,Seaview parkrun,Seaview,Queensland,Mackay,-21.035236,149.165504,Australia,australia,https://www.parkrun.com.au/seaview/,Saturday,,5 km,parkrun
shelley,Shelley parkrun,Shelley Foreshore,Western Australia,Rossmoyne,-32.028968,115.881886,Australia,australia,https://www.parkrun.com.au/shelley/,Saturday,,5 km,parkrun
shellharbour,Shellharbour parkrun,Killalea Drive,New South Wales,Shellharbour Village,-34.602608,150.862868,Australia,australia,https://www.parkrun.com.au/shellharbour/,Saturday,,5 km,parkrun
shepparton,Shepparton parkrun,Victoria Park Lake,Victoria,Shepparton,-36.390858,145.396146,Australia,australia,https://www.parkrun.com.au/shepparton/,Saturday,,5 km,parkrun
shipwreck,Shipwreck parkrun,Shipwreck Park,Western Australia,Brookdale,-32.162855,115.977875,Australia,australia,https://www.parkrun.com.au/shipwreck/,Saturday,,5 km,parkrun
shiraztrail,Shiraz Trail parkrun,The Shiraz Trail,South Australia,McLaren Vale,-35.217671,138.547611,Australia,australia,https://www.parkrun.com.au/shiraztrail/,Saturday,,5 km,parkrun
singleton,Singleton parkrun,Rose Point Park,New South Wales,Singleton,-32.565281,151.160776,Australia,australia,https://www.parkrun.com.au/singleton/,Saturday,,5 km,parkrun
sirjamesmitchell,Sir James Mitchell parkrun,Sir James Mitchell,Western Australia,East Perth,-31.971747,115.878401,Australia,australia,https://www.parkrun.com.au/sirjamesmitchell/,Saturday,,5 km,parkrun
sirromet,Sirromet parkrun,Sirromet Wines,Queensland,Redland Bay,-27.593935,153.230817,Australia,australia,https://www.parkrun.com.au/sirromet/,Saturday,,5 km,parkrun
skyriverpath,Sky River Path parkrun,Sky River Path,New South Wales,Coonabarabran,-31.271095,149.278952,Australia,australia,https://www.parkrun.com.au/skyriverpath/,Saturday,,5 km,parkrun
southbank,South Bank parkrun,South Bank Parklands,Queensland,South Brisbane,-27.478872,153.023962,Australia,australia,https://www.parkrun.com.au/southbank/,Saturday,,5 km,parkrun
southbeachrecreationreserve,South Beach Recreation Reserve parkrun,South Beach Recreation Reserve,Western Australia,South Fremantle,-32.07687,115.752554,Australia,australia,https://www.parkrun.com.au/southbeachrecreationreserve/,Saturday,,5 km,parkrun
southparareservoir,South Para Reservoir parkrun,South Para Reservoir,South Australia,Williamstown,-34.683829,138.877987,Australia,australia,https://www.parkrun.com.au/southparareservoir/,Saturday,,5 km,parkrun
southtoowoomba,South Toowoomba parkrun,Middle Ridge Park,Queensland,Darling Heights,-27.594604,151.956346,Australia,australia,https://www.parkrun.com.au/southtoowoomba/,Saturday,,5 km,parkrun
southernhighlandsbotanicgardens,Southern Highlands Botanic Gardens parkrun,Southern Highlands Botanic Gardens,New South Wales,Bowral,-34.499624,150.430717,Australia,australia,https://www.parkrun.com.au/southernhighlandsbotanicgardens/,Saturday,,5 km,parkrun
stgeorge,St George parkrun,St George,Queensland,Roma,-28.044422,148.568244,Australia,australia,https://www.parkrun.com.au/stgeorge/,Saturday,,5 km,parkrun
stlucia,St Lucia parkrun,University of Queensland,Queensland,South Brisbane,-27.495122,153.017796,Australia,australia,https://www.parkrun.com.au/stlucia/,Saturday,,5 km,parkrun
stpeters,St Peters parkrun,"Sydney Park, St Peters, Sydney",New South Wales,Newtown,-33.907658,151.18219,Australia,australia,https://www.parkrun.com.au/stpeters/,Saturday,,5 km,parkrun
stanthorpe,Stanthorpe parkrun,Gleeson Park,Queensland,Stanthorpe,-28.65183,151.931781,Australia,australia,https://www.parkrun.com.au/stanthorpe/,Saturday,,5 km,parkrun
stebonheath,Stebonheath parkrun,Stebonheath Park,South Australia,Smithfield,-34.676285,138.66393,Australia,australia,https://www.parkrun.com.au/stebonheath/,Saturday,,5 km,parkrun
stockton,Stockton parkrun,Stockton,New South Wales,Newcastle,-32.919273,151.78442,Australia,australia,https://www.parkrun.com.au/stockton/,Saturday,,5 km,parkrun
stonescorner,Stones Corner parkrun,Hanlon Park,Queensland,Greenslopes,-27.498722,153.042469,Australia,australia,https://www.parkrun.com.au/stonescorner/,Saturday,,5 km,parkrun
strathalbyn,Strathalbyn parkrun,Rotary Park,South Australia,Strathalbyn,-35.258681,138.89303,Australia,australia,https://www.parkrun.com.au/strathalbyn/,Saturday,,5 km,parkrun
studley,Studley parkrun,Studley Park Boathouse,Victoria,Abbotsford,-37.80083,145.008858,Australia,australia,https://www.parkrun.com.au/studley/,Saturday,,5 km,parkrun
sunbury,Sunbury parkrun,Apex Park,Victoria,Sunbury,-37.580542,144.739936,Australia,australia,https://www.parkrun.com.au/sunbury/,Saturday,,5 km,parkrun
sunrisebeach,Sunrise Beach parkrun,Sunrise Beach,Western Australia,Dampier,-21.634871,115.113018,Australia,australia,https://www.parkrun.com.au/sunrisebeach/,Saturday,,5 km,parkrun
suratmemorialpark,Surat Memorial Park parkrun,Surat Memorial Park,Queensland,Roma,-27.150931,149.069512,Australia,australia,https://www.parkrun.com.au/suratmemorialpark/,Saturday,,5 km,parkrun
surfersparadise,Surfers Paradise parkrun,HOTA - Home of the Arts,Queensland,Surfers Paradise,-28.000737,153.417365,Australia,australia,https://www.parkrun.com.au/surfersparadise/,Saturday,,5 km,parkrun
tallangattastation,Tallangatta Station parkrun,Tallangatta Station,New South Wales,East Albury,-36.218537,147.178437,Australia,australia,https://www.parkrun.com.au/tallangattastation/,Saturday,,5 km,parkrun
tamborinemountain,Tamborine Mountain parkrun,Tamborine Mountain Sports Complex,Queensland,Tamborine Mountain,-27.941377,153.193434,Australia,australia,https://www.parkrun.com.au/tamborinemountain/,Saturday,,5 km,parkrun
tamworthwetlands,Tamworth Wetlands parkrun,Tamworth Wetlands,Western Australia,Warnbro,-32.33239,115.812074,Australia,australia,https://www.parkrun.com.au/tamworthwetlands/,Saturday,,5 km,parkrun
tamworth,Tamworth parkrun,Tamworth,New South Wales,Tamworth,-31.099559,150.936905,Australia,australia,https://www.parkrun.com.au/tamworth/,Saturday,,5 km,parkrun
tannumsands,Tannum Sands parkrun,Canoe Point Park,Queensland,Toolooa,-23.93798,151.364976,Australia,australia,https://www.parkrun.com.au/tannumsands/,Saturday,,5 km,parkrun
taree,Taree parkrun,Endeavour Place Reserve,New South Wales,Taree,-31.910271,152.468625,Australia,australia,https://www.parkrun.com.au/taree/,Saturday,,5 km,parkrun
tedscobieoval,Ted Scobie Oval parkrun,Ted Scobie Oval,New South Wales,Griffith,-34.273904,146.074443,Australia,australia,https://www.parkrun.com.au/tedscobieoval/,Saturday,,5 km,parkrun
theavenues,The Avenues parkrun,The Avenues,South Australia,Meadows,-35.209252,138.709337,Australia,australia,https://www.parkrun.com.au/theavenues/,Saturday,,5 km,parkrun
thebeaches,The Beaches parkrun,Dixon Park Beach boat ramp,New South Wales,Bar Beach,-32.946293,151.760065,Australia,australia,https://www.parkrun.com.au/thebeaches/,Saturday,,5 km,parkrun
theentrance,The Entrance parkrun,Picnic Point Reserve,New South Wales,The Entrance,-33.338401,151.493202,Australia,australia,https://www.parkrun.com.au/theentrance/,Saturday,,5 km,parkrun
thepharlaptrack,The Phar Lap Track parkrun,Phar Lap Track,Victoria,Dingley Village,-37.993515,145.128673,Australia,australia,https://www.parkrun.com.au/thepharlaptrack/,Saturday,,5 km,parkrun
theponds,The Ponds parkrun,The Ponds Community Hub,New South Wales,Stanhope Gardens,-33.705952,150.909187,Australia,australia,https://www.parkrun.com.au/theponds/,Saturday,,5 km,parkrun
theterrace,The Terrace parkrun,Riverside Park,New South Wales,Raymond Terrace,-32.761601,151.738939,Australia,australia,https://www.parkrun.com.au/theterrace/,Saturday,,5 km,parkrun
thorndon-juniors,Thorndon junior parkrun,Thorndon Park,South Australia,Athelstone,-34.874224,138.690985,Australia,australia,https://www.parkrun.com.au/thorndon-juniors/,Sunday,,2 km,junior parkrun
timboon,Timboon parkrun,Timboon,Victoria,Allansford,-38.483074,142.977527,Australia,australia,https://www.parkrun.com.au/timboon/,Saturday,,5 km,parkrun
toolerncreek,Toolern Creek parkrun,Toolern Creek Park,Victoria,Melton South,-37.714776,144.583229,Australia,australia,https://www.parkrun.com.au/toolerncreek/,Saturday,,5 km,parkrun
toowoomba,Toowoomba parkrun,Queens Park,Queensland,Toowoomba,-27.56019,151.963926,Australia,australia,https://www.parkrun.com.au/toowoomba/,Saturday,,5 km,parkrun
torquay,Torquay parkrun,Fishermans Beach,Victoria,Breakwater,-38.327281,144.326903,Australia,australia,https://www.parkrun.com.au/torquay/,Saturday,,5 km,parkrun
torrens,Torrens parkrun,Torrens Lake Weir,South Australia,North Adelaide,-34.917551,138.587444,Australia,australia,https://www.parkrun.com.au/torrens/,Saturday,,5 km,parkrun
townbeach,Town Beach parkrun,Town Beach,Western Australia,Broome,-17.968407,122.237403,Australia,australia,https://www.parkrun.com.au/townbeach/,Saturday,,5 km,parkrun
traralgon,Traralgon parkrun,Agnes Brereton Park,Victoria,Traralgon,-38.189632,146.53648,Australia,australia,https://www.parkrun.com.au/traralgon/,Saturday,,5 km,parkrun
trebeckreserve,Trebeck Reserve parkrun,Trebeck Reserve,Victoria,Anglesea,-38.233939,143.988093,Australia,australia,https://www.parkrun.com.au/trebeckreserve/,Saturday,,5 km,parkrun
tuggeranong,Tuggeranong parkrun,Lake Tuggeranong,Australian Capital Territory,Macarthur,-35.410284,149.064989,Australia,australia,https://www.parkrun.com.au/tuggeranong/,Saturday,,5 km,parkrun
tworiverswines,Two Rivers Wines parkrun,Two Rivers Wines,New South Wales,Denman,-32.404772,150.677378,Australia,australia,https://www.parkrun.com.au/tworiverswines/,Saturday,,5 km,parkrun
tynwaldpark,Tynwald Park parkrun,Tynwald Park,Tasmania,New Norfolk,-42.776331,147.071624,Australia,australia,https://www.parkrun.com.au/tynwaldpark/,Saturday,,5 km,parkrun
ulladulla,Ulladulla parkrun,Ulladulla,New South Wales,Ulladulla,-35.35287,150.478122,Australia,australia,https://www.parkrun.com.au/ulladulla/,Saturday,,5 km,parkrun
umbagongdistrict,Umbagong District parkrun,Umbagong District Park,Australian Capital Territory,Macquarie,-35.218922,149.020531,Australia,australia,https://www.parkrun.com.au/umbagongdistrict/,Saturday,,5 km,parkrun
underwoodpark,Underwood Park parkrun,Underwood Park,Queensland,Springwood,-27.598691,153.147211,Australia,australia,https://www.parkrun.com.au/underwoodpark/,Saturday,,5 km,parkrun
universityofwesternaustralia,University of Western Australia parkrun,University of Western Australia (Crawley Campus),Western Australia,Crawley,-31.977596,115.819132,Australia,australia,https://www.parkrun.com.au/universityofwesternaustralia/,Saturday,,5 km,parkrun
urunga,Urunga parkrun,Urunga Boardwalk,New South Wales,Bonville,-30.497475,153.022849,Australia,australia,https://www.parkrun.com.au/urunga/,Saturday,,5 km,parkrun
varsitylakes,Varsity Lakes parkrun,Varsity Lakes,Queensland,Varsity Lakes,-28.084627,153.410554,Australia,australia,https://www.parkrun.com.au/varsitylakes/,Saturday,,5 km,parkrun
victorharbor,Victor Harbor parkrun,Victor Harbor,South Australia,Encounter Bay,-35.565657,138.611096,Australia,australia,https://www.parkrun.com.au/victorharbor/,Saturday,,5 km,parkrun
victoryheightstrail,Victory Heights Trail parkrun,Victory Heights Recreational Trails,Queensland,Gympie,-26.171845,152.680084,Australia,australia,https://www.parkrun.com.au/victoryheightstrail/,Saturday,,5 km,parkrun
victoryroadreserve,Victory Road Reserve parkrun,Victory Road Reserve,Victoria,Clarinda,-37.948161,145.108231,Australia,australia,https://www.parkrun.com.au/victoryroadreserve/,Saturday,,5 km,parkrun
wagga,Wagga parkrun,Apex Park,New South Wales,Lake Albert,-35.170935,147.378216,Australia,australia,https://www.parkrun.com.au/wagga/,Saturday,,5 km,parkrun
wagibridge,Wagi Bridge parkrun,Wagi Bridge,Australian Capital Territory,Kaleen,-35.161135,149.123403,Australia,australia,https://www.parkrun.com.au/wagibridge/,Saturday,,5 km,parkrun
waikeriewetlands,Waikerie Wetlands parkrun,Waikerie Wetlands,South Australia,Waikerie,-34.174394,139.980451,Australia,australia,https://www.parkrun.com.au/waikeriewetlands/,Saturday,,5 km,parkrun
walcha,Walcha parkrun,Corner of Hill Street and Middle Street,New South Wales,Enmore,-30.981818,151.597579,Australia,australia,https://www.parkrun.com.au/walcha/,Saturday,,5 km,parkrun
wallabytrack,Wallaby Track parkrun,Wallaby Track,Victoria,Brown Hill,-37.552061,143.898319,Australia,australia,https://www.parkrun.com.au/wallabytrack/,Saturday,,5 km,parkrun
wangaratta,Wangaratta parkrun,Apex Park,Victoria,Wangaratta,-36.351774,146.329944,Australia,australia,https://www.parkrun.com.au/wangaratta/,Saturday,,5 km,parkrun
wanneroo,Wanneroo parkrun,Opportunity Park,Western Australia,Wanneroo,-31.751242,115.793187,Australia,australia,https://www.parkrun.com.au/wanneroo/,Saturday,,5 km,parkrun
warnerlakes,Warner Lakes parkrun,Dragonfly Park,Queensland,Strathpine,-27.306906,152.955385,Australia,australia,https://www.parkrun.com.au/warnerlakes/,Saturday,,5 km,parkrun
warragul,Warragul parkrun,Brooker Park,Victoria,Warragul,-38.151043,145.932929,Australia,australia,https://www.parkrun.com.au/warragul/,Saturday,,5 km,parkrun
warrandyteriverreserve,Warrandyte River Reserve parkrun,Warrandyte River Reserve,Victoria,North Warrandyte,-37.73646,145.219969,Australia,australia,https://www.parkrun.com.au/warrandyteriverreserve/,Saturday,,5 km,parkrun
warringalparklands,Warringal Parklands parkrun,Warringal Parklands,Victoria,Rosanna,-37.755246,145.074478,Australia,australia,https://www.parkrun.com.au/warringalparklands/,Saturday,,5 km,parkrun
warrnambool,Warrnambool parkrun,Warrnambool,Victoria,Warrnambool,-38.392862,142.47937,Australia,australia,https://www.parkrun.com.au/warrnambool/,Saturday,,5 km,parkrun
warwick,Warwick parkrun,Condamine River,Queensland,Warwick,-28.209605,152.038465,Australia,australia,https://www.parkrun.com.au/warwick/,Saturday,,5 km,parkrun
waterlooplains,Waterloo Plains parkrun,Waterloo Plains Environmental Park,Queensland,Taroom,-26.11661,149.958153,Australia,australia,https://www.parkrun.com.au/waterlooplains/,Saturday,,5 km,parkrun
wauchope,Wauchope parkrun,Rocks Ferry Reserve,New South Wales,North Shore,-31.452159,152.744034,Australia,australia,https://www.parkrun.com.au/wauchope/,Saturday,,5 km,parkrun
weipa,Weipa parkrun,Weipa,Queensland,Weipa,-12.64068,141.865454,Australia,australia,https://www.parkrun.com.au/weipa/,Saturday,,5 km,parkrun
wentworthcommon,Wentworth Common parkrun,Wentworth Common,New South Wales,Concord West,-33.837954,151.075107,Australia,australia,https://www.parkrun.com.au/wentworthcommon/,Saturday,,5 km,parkrun
werribeeparkmansion,Werribee Park Mansion parkrun,Werribee Park Mansion,Victoria,Werribee,-37.929679,144.670875,Australia,australia,https://www.parkrun.com.au/werribeeparkmansion/,Saturday,,5 km,parkrun
werringtonlakesreserve,Werrington Lakes Reserve parkrun,Werrington Lakes Reserve,New South Wales,Werrington County,-33.755343,150.738658,Australia,australia,https://www.parkrun.com.au/werringtonlakesreserve/,Saturday,,5 km,parkrun
wesmitchellpark,Wes Mitchell Park parkrun,Wes Mitchell Park,Queensland,Tin Can Bay,-25.915262,153.006603,Australia,australia,https://www.parkrun.com.au/wesmitchellpark/,Saturday,,5 km,parkrun
westbeach,West Beach parkrun,Harold and Cynthia reserve,South Australia,Henley Beach,-34.939218,138.499643,Australia,australia,https://www.parkrun.com.au/westbeach/,Saturday,,5 km,parkrun
westburytowncommon,Westbury Town Common parkrun,Westbury Town Common,Tasmania,Westbury,-41.528688,146.825856,Australia,australia,https://www.parkrun.com.au/westburytowncommon/,Saturday,,5 km,parkrun
westerfolds-juniors,Westerfolds junior parkrun,Westerfolds Park,Victoria,Darch,-37.74439,145.13425,Australia,australia,https://www.parkrun.com.au/westerfolds-juniors/,Sunday,,2 km,junior parkrun
westerfolds,Westerfolds parkrun,Westerfolds Park,Victoria,Darch,-37.746092,145.133986,Australia,australia,https://www.parkrun.com.au/westerfolds/,Saturday,,5 km,parkrun
whalanreserve,Whalan Reserve parkrun,Whalan Reserve,New South Wales,Mount Druitt,-33.75943,150.79587,Australia,australia,https://www.parkrun.com.au/whalanreserve/,Saturday,,5 km,parkrun
whiterock,White Rock parkrun,White Rock,Queensland,Redbank Plains,-27.676652,152.849745,Australia,australia,https://www.parkrun.com.au/whiterock/,Saturday,,5 km,parkrun
whitemarkwharf,Whitemark Wharf parkrun,Whitemark Wharf,Tasmania,Bridport,-40.121659,148.013824,Australia,australia,https://www.parkrun.com.au/whitemarkwharf/,Saturday,,5 km,parkrun
whitfordsnodes,Whitfords Nodes parkrun,Whitfords Nodes Park,Western Australia,Hillarys,-31.817129,115.73696,Australia,australia,https://www.parkrun.com.au/whitfordsnodes/,Saturday,,5 km,parkrun
whyallaforeshore,Whyalla Foreshore parkrun,Whyalla Foreshore,South Australia,Whyalla,-33.040603,137.585902,Australia,australia,https://www.parkrun.com.au/whyallaforeshore/,Saturday,,5 km,parkrun
wildflower,Wildflower parkrun,Ku-ring-gai Wildflower Garden,New South Wales,North Turramurra,-33.705633,151.177321,Australia,australia,https://www.parkrun.com.au/wildflower/,Saturday,,5 km,parkrun
willoughby,Willoughby parkrun,Artarmon Reserve,New South Wales,Artarmon,-33.811705,151.193171,Australia,australia,https://www.parkrun.com.au/willoughby/,Saturday,,5 km,parkrun
willow,Willow parkrun,Willow Park,Victoria,Wodonga,-36.136018,146.874752,Australia,australia,https://www.parkrun.com.au/willow/,Saturday,,5 km,parkrun
wilsonbotanic,Wilson Botanic parkrun,Wilson Botanic Park,Victoria,Berwick,-38.026521,145.339808,Australia,australia,https://www.parkrun.com.au/wilsonbotanic/,Saturday,,5 km,parkrun
wilsoninletheritagetrail,Wilson Inlet Heritage Trail parkrun,Wilson Inlet Heritage Trail,Western Australia,Denmark,-34.968285,117.366188,Australia,australia,https://www.parkrun.com.au/wilsoninletheritagetrail/,Saturday,,5 km,parkrun
wimmerariverhorsham,"Wimmera River parkrun, Horsham",Sawyer Park,Victoria,Horsham,-36.722724,142.202555,Australia,australia,https://www.parkrun.com.au/wimmerariverhorsham/,Saturday,,5 km,parkrun
windsorprecinct,Windsor Precinct parkrun,Windsor Precinct,Tasmania,Newnham,-41.403535,147.095454,Australia,australia,https://www.parkrun.com.au/windsorprecinct/,Saturday,,5 km,parkrun
wishart,Wishart parkrun,Wishart Community Park,Queensland,Upper Mount Gravatt,-27.560975,153.103468,Australia,australia,https://www.parkrun.com.au/wishart/,Saturday,,5 km,parkrun
wodentown,Woden Town parkrun,Woden Town,Australian Capital Territory,Forrest,-35.343931,149.088932,Australia,australia,https://www.parkrun.com.au/wodentown/,Saturday,,5 km,parkrun
wondai,Wondai parkrun,Wondai,Queensland,Wondai,-26.318523,151.872411,Australia,australia,https://www.parkrun.com.au/wondai/,Saturday,,5 km,parkrun
woodbridgeriverside,Woodbridge Riverside parkrun,Woodbridge Riverside Park,Western Australia,Woodbridge,-31.887528,115.99131,Australia,australia,https://www.parkrun.com.au/woodbridgeriverside/,Saturday,,5 km,parkrun
woodlandshistoricpark,Woodlands Historic Park parkrun,Woodlands Historic Park,Victoria,Greenvale,-37.640182,144.843618,Australia,australia,https://www.parkrun.com.au/woodlandshistoricpark/,Saturday,,5 km,parkrun
